01/09/2020,A0118150101,AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache,Standard,202,19.06,3849.57
01/09/2020,A0118150102,AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache,Plus,162,21.46,3475.95
01/09/2020,A0118150103,AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache,Premium,193,21.78,4203.44
01/09/2020,A0118150104,AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache,Premium Plus,146,22.97,3354.04
01/09/2020,A0219150201,AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm,Standard,149,23.7,3531.11
01/09/2020,A0219150202,AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm,Plus,107,24.73,2646.24
01/09/2020,A0220150203,AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm,Premium,123,23.62,2904.69
01/09/2020,A0320150301,AQ Zion Saga,Standard,146,23.72,3463.46
01/09/2020,A0321150302,AQ Zion Saga,Plus,236,27.1,6396.24
01/09/2020,A0321150303,AQ Zion Saga,Premium,137,28.01,3836.81
01/09/2020,A0418150103,AQ Mforce Gen X,Standard 3,23,19.52,449.04
01/09/2020,A0418150104,AQ Mforce Gen X,Plus 1,82,19.92,1633.76
01/09/2020,A0418150105,AQ Mforce Gen X,Plus 2,86,20.08,1726.59
01/09/2020,A0418150106,AQ Mforce Gen X,Plus 3,48,19.94,956.95
01/09/2020,A0519150201,AQ Mforce Gen Y,Standard 1,138,22.4,3090.98
01/09/2020,A0519150202,AQ Mforce Gen Y,Standard 2,72,24.93,1794.95
01/09/2020,A0519150203,AQ Mforce Gen Y,Standard 3,38,26.59,1010.31
01/09/2020,A0519150204,AQ Mforce Gen Y,Plus 1,149,26.11,3890.11
01/09/2020,A0519150205,AQ Mforce Gen Y,Plus 2,29,29.7,861.32
01/09/2020,A0519150206,AQ Mforce Gen Y,Plus 3,28,31.24,874.83
01/09/2020,A0519150207,AQ Mforce Gen Y,Premium 1,171,32.44,5547.7
01/09/2020,A0519150208,AQ Mforce Gen Y,Premium 2,118,30.58,3608.63
01/09/2020,A0619150301,AQ Mforce Gen Z,Standard 1,51,30.47,1553.95
01/09/2020,A0619150302,AQ Mforce Gen Z,Standard 2,191,34.1,6512.58
01/09/2020,A0620150303,AQ Mforce Gen Z,Standard 3,167,34.24,5718.28
01/09/2020,A0620150304,AQ Mforce Gen Z,Plus 1,122,37.58,4585.08
01/09/2020,A0620150305,AQ Mforce Gen Z,Plus 2,173,36.57,6326.25
01/09/2020,A0620150306,AQ Mforce Gen Z,Plus 3,182,37.53,6830.06
01/09/2020,A0621150307,AQ Mforce Gen Z,Premium 1,177,36.24,6415.08
01/09/2020,A0621150308,AQ Mforce Gen Z,Premium 2,166,39.4,6540.23
01/09/2020,A0721150401,AQ GT 21,Standard,22,39.34,865.43
01/09/2020,A0721150402,AQ GT 21,Plus 1,62,39.15,2427.08
01/09/2020,A0721150403,AQ GT 21,Plus 2,57,39.3,2240.04
01/09/2020,A0721150404,AQ GT 21,Premium,182,39.12,7120.11
01/09/2020,A0821150501,AQ Marquee P3,Standard,120,40.5,4860.16
01/09/2020,A0821150502,AQ Marquee P3,Plus 1,106,43.3,4589.44
01/09/2020,A0821150503,AQ Marquee P3,Plus 2,172,42.38,7290.07
01/09/2020,A0821150504,AQ Marquee P3,Premium,197,44.7,8806.77
01/09/2020,A0921150601,AQ Marquee P4,Standard,56,45.08,2524.55
01/09/2020,A1018150101,AQ 5000 Series Electron 9 5900X Desktop Processor,Standard,91,111.1,10110.43
01/09/2020,A1018150102,AQ 5000 Series Electron 9 5900X Desktop Processor,Plus,51,123.48,6297.46
01/09/2020,A1018150103,AQ 5000 Series Electron 9 5900X Desktop Processor,Premium,159,123.93,19705.11
01/09/2020,A1118150201,AQ 5000 Series Electron 8 5900X Desktop Processor,Standard,106,124.26,13171.98
01/09/2020,A1118150202,AQ 5000 Series Electron 8 5900X Desktop Processor,Plus,33,129.58,4276.26
01/09/2020,A1119150203,AQ 5000 Series Electron 8 5900X Desktop Processor,Premium,158,139.9,22103.6
01/09/2020,A1219150301,AQ 5000 Series Ultron 8 5900X Desktop Processor,Standard,114,135.68,15467.77
01/09/2020,A1219150302,AQ 5000 Series Ultron 8 5900X Desktop Processor,Plus,168,145.15,24384.76
01/09/2020,A1219150303,AQ 5000 Series Ultron 8 5900X Desktop Processor,Premium,153,142.94,21869.85
01/09/2020,A1319150401,AQ Electron 5 3600 Desktop Processor,Standard,152,149.1,22663.72
01/09/2020,A1320150402,AQ Electron 5 3600 Desktop Processor,Plus,112,150.25,16827.44
01/09/2020,A1320150403,AQ Electron 5 3600 Desktop Processor,Premium,186,160.69,29888.56
01/09/2020,A1420150501,AQ Electron 4 3600 Desktop Processor,Standard,87,160.51,13964.21
01/09/2020,A1420150502,AQ Electron 4 3600 Desktop Processor,Plus,81,169.5,13729.49
01/09/2020,A1421150503,AQ Electron 4 3600 Desktop Processor,Premium,84,176.44,14820.87
01/09/2020,A1521150601,AQ Electron 3 3600 Desktop Processor,Standard,82,186.29,15275.92
01/09/2020,A1521150602,AQ Electron 3 3600 Desktop Processor,Plus,168,185.46,31157.26
01/09/2020,A1618150101,AQ MB Elite,Standard,117,19.65,2298.87
01/09/2020,A1618150102,AQ MB Elite,Plus 1,141,20.46,2885.27
01/09/2020,A1618150103,AQ MB Elite,Plus 2,43,21.2,911.67
01/09/2020,A1618150104,AQ MB Elite,Premium,67,21.45,1437.08
01/09/2020,A1718150201,AQ MB Crossx,Standard,37,21.89,809.85
01/09/2020,A1718150202,AQ MB Crossx,Plus 1,102,22.9,2335.36
01/09/2020,A1718150203,AQ MB Crossx,Plus 2,110,27.34,3007.9
01/09/2020,A1718150204,AQ MB Crossx,Premium,32,28.4,908.77
01/09/2020,A1819150301,AQ MB Crossx 2,Standard,20,28.86,577.23
01/09/2020,A1819150302,AQ MB Crossx 2,Plus 1,38,31.95,1214.2
01/09/2020,A1819150303,AQ MB Crossx 2,Plus 2,48,32.19,1545.24
01/09/2020,A1819150304,AQ MB Crossx 2,Premium,84,32.26,2709.94
01/09/2020,A1919150401,AQ MB Lito,Standard,103,33.76,3477.37
01/09/2020,A1919150402,AQ MB Lito,Plus 1,144,35.03,5043.69
01/09/2020,A1919150403,AQ MB Lito,Plus 2,54,35.84,1935.09
01/09/2020,A1920150404,AQ MB Lito,Premium,81,38.98,3157.22
01/09/2020,A2020150501,AQ MB Lito 2,Standard,143,41.37,5915.85
01/09/2020,A2020150502,AQ MB Lito 2,Plus 1,115,39.39,4530.22
01/09/2020,A2021150503,AQ MB Lito 2,Plus 2,17,45.44,772.44
01/09/2020,A2118150101,AQ Master wired x1 Ms,Standard 1,537,2.94,1580.61
01/09/2020,A2118150102,AQ Master wired x1 Ms,Standard 2,177,4,707.96
01/09/2020,A2118150103,AQ Master wired x1 Ms,Plus 1,383,4.53,1734.8
01/09/2020,A2118150104,AQ Master wired x1 Ms,Plus 2,433,5.05,2184.87
01/09/2020,A2118150105,AQ Master wired x1 Ms,Premium 1,844,4.69,3958.7
01/09/2020,A2118150106,AQ Master wired x1 Ms,Premium 2,944,5.25,4959.96
01/09/2020,A2218150201,AQ Master wireless x1 Ms,Standard 1,129,5.44,701.54
01/09/2020,A2218150202,AQ Master wireless x1 Ms,Standard 2,218,6.41,1396.38
01/09/2020,A2219150203,AQ Master wireless x1 Ms,Plus 1,686,6.73,4616.85
01/09/2020,A2219150204,AQ Master wireless x1 Ms,Plus 2,749,7.35,5507.1
01/09/2020,A2219150205,AQ Master wireless x1 Ms,Premium 1,969,7.98,7733.88
01/09/2020,A2219150206,AQ Master wireless x1 Ms,Premium 2,578,8.32,4808.56
01/09/2020,A2319150301,AQ Gamers Ms,Standard 1,765,8.8,6735.37
01/09/2020,A2319150302,AQ Gamers Ms,Standard 2,537,8.99,4827.68
01/09/2020,A2319150303,AQ Gamers Ms,Plus 1,888,9.4,8345.16
01/09/2020,A2319150304,AQ Gamers Ms,Plus 2,466,10.46,4873.1
01/09/2020,A2319150305,AQ Gamers Ms,Premium 1,516,10.44,5385.49
01/09/2020,A2319150306,AQ Gamers Ms,Premium 2,200,10.87,2173.18
01/09/2020,A2419150401,AQ Lite Ms,Standard 1,181,11.48,2078.4
01/09/2020,A2419150402,AQ Lite Ms,Standard 2,218,11.28,2459.45
01/09/2020,A2419150403,AQ Lite Ms,Plus 1,310,10.89,3376.68
01/09/2020,A2419150404,AQ Lite Ms,Plus 2,144,11.63,1675.18
